customer_id,customer_name,recency_days,frequency,monetary,cluster,segment
455,Rahul Sharma,372,5,45627.31,1,Cooling Customers
456,Nikhil Patel,163,9,60835.14,2,High-Value Loyal Customers
457,Rahul Patel,95,7,68507.68,2,High-Value Loyal Customers
458,Meera Joshi,74,6,78896.31,2,High-Value Loyal Customers
459,Rahul Kumar,192,6,47718.03,2,High-Value Loyal Customers
460,Priya Patel,576,2,20692.88,3,Inactive Low-Value Customers
461,Meera Iyer,81,3,14013.06,1,Cooling Customers
462,Isha Joshi,13,3,15552.12,0,Recent Customers
463,Karan Sharma,33,5,26572.79,0,Recent Customers
464,Meera Shah,100,6,55386.02,2,High-Value Loyal Customers
465,Aditya Joshi,390,3,22169.16,1,Cooling Customers
466,Neha Verma,525,2,8865.72,3,Inactive Low-Value Customers
467,Isha Gupta,75,4,34773.38,1,Cooling Customers
468,Pooja Mehta,597,4,43146.92,1,Cooling Customers
469,Priya Mehta,59,5,69024.8,2,High-Value Loyal Customers
470,Rahul Joshi,8,3,11169.98,0,Recent Customers
471,Amit Iyer,14,7,93357.31,2,High-Value Loyal Customers
472,Amit Patel,15,8,93540.22,2,High-Value Loyal Customers
473,Meera Singh,119,2,7054.7,3,Inactive Low-Value Customers
474,Aditya Joshi,174,6,42894.02,2,High-Value Loyal Customers
475,Karan Singh,331,5,7778.07,1,Cooling Customers
476,Vikram Mehta,489,3,20059.33,1,Cooling Customers
477,Nikhil Patel,120,3,41133.48,1,Cooling Customers
478,Aditya Kumar,48,8,59229.08,2,High-Value Loyal Customers
479,Rohan Sharma,54,2,24328.69,1,Cooling Customers
480,Arjun Verma,78,7,55181.44,2,High-Value Loyal Customers
481,Vikram Gupta,113,5,62634.6,2,High-Value Loyal Customers
482,Rahul Joshi,172,5,69724.72,2,High-Value Loyal Customers
483,Vikram Iyer,59,4,31520.63,1,Cooling Customers
484,Rahul Verma,115,3,39303.81,1,Cooling Customers
485,Priya Mehta,15,6,47370.39,0,Recent Customers
486,Vikram Shah,170,4,37884.6,1,Cooling Customers
487,Amit Kumar,32,8,49935.29,2,High-Value Loyal Customers
488,Amit Iyer,21,4,11613.33,0,Recent Customers
489,Karan Kumar,327,1,14571.42,3,Inactive Low-Value Customers
490,Nikhil Verma,94,8,62358.95,2,High-Value Loyal Customers
491,Isha Sharma,140,4,35822.76,1,Cooling Customers
492,Isha Singh,152,6,78806.48,2,High-Value Loyal Customers
493,Rahul Sharma,51,4,13238.55,1,Cooling Customers
494,Nikhil Shah,4,2,33003.92,0,Recent Customers
495,Isha Mehta,45,2,25291.79,1,Cooling Customers
496,Aditya Shah,42,7,38506.98,2,High-Value Loyal Customers
497,Priya Shah,14,3,16112.42,0,Recent Customers
498,Rahul Iyer,106,9,72854.27,2,High-Value Loyal Customers
499,Karan Iyer,109,6,62773.19,2,High-Value Loyal Customers
500,Ananya Mehta,230,2,31292.18,1,Cooling Customers
501,Isha Gupta,71,1,688.41,3,Inactive Low-Value Customers
502,Arjun Iyer,62,7,50977.13,2,High-Value Loyal Customers
503,Pooja Joshi,57,4,32070.54,1,Cooling Customers
504,Karan Iyer,286,6,19179.31,1,Cooling Customers
505,Rohan Singh,133,5,34459.2,1,Cooling Customers
506,Arjun Verma,172,3,31528.82,1,Cooling Customers
507,Rohan Iyer,48,1,13593.75,3,Inactive Low-Value Customers
508,Aditya Sharma,56,9,69890.52,2,High-Value Loyal Customers
509,Rohan Kumar,313,3,15358.91,1,Cooling Customers
510,Karan Kumar,10,5,37635.79,0,Recent Customers
511,Priya Mehta,78,7,84542.87,2,High-Value Loyal Customers
512,Neha Gupta,133,4,44864.97,1,Cooling Customers
513,Arjun Shah,123,6,26164.74,2,High-Value Loyal Customers
514,Karan Shah,9,3,19774.46,0,Recent Customers
515,Meera Mehta,255,3,50515.29,1,Cooling Customers
516,Rahul Singh,333,1,3816.75,3,Inactive Low-Value Customers
517,Isha Singh,38,3,24475.64,0,Recent Customers
518,Amit Singh,90,2,16308.79,3,Inactive Low-Value Customers
519,Sneha Shah,131,7,80099.82,2,High-Value Loyal Customers
520,Sneha Shah,31,3,28972.89,0,Recent Customers
521,Arjun Gupta,258,6,49906.23,2,High-Value Loyal Customers
522,Isha Mehta,68,3,12791.96,1,Cooling Customers
523,Nikhil Verma,19,4,32361.24,0,Recent Customers
524,Amit Singh,138,1,14812.65,3,Inactive Low-Value Customers
525,Rahul Shah,98,5,45053.24,2,High-Value Loyal Customers
526,Priya Verma,105,8,101704.61,2,High-Value Loyal Customers
527,Isha Kumar,10,2,8436.12,0,Recent Customers
528,Meera Mehta,156,7,37695.37,2,High-Value Loyal Customers
529,Vikram Mehta,74,4,22262.95,1,Cooling Customers
530,Amit Sharma,395,3,28484.44,1,Cooling Customers
531,Priya Joshi,177,7,69145.38,2,High-Value Loyal Customers
532,Pooja Joshi,167,5,37648.92,1,Cooling Customers
533,Sneha Singh,33,6,41280.17,2,High-Value Loyal Customers
534,Ananya Patel,32,5,43492.17,0,Recent Customers
535,Amit Patel,74,6,62156.77,2,High-Value Loyal Customers
536,Nikhil Gupta,63,7,78549.09,2,High-Value Loyal Customers
537,Karan Kumar,197,3,31524.56,1,Cooling Customers
538,Rahul Joshi,162,5,58289.79,2,High-Value Loyal Customers
539,Ananya Sharma,199,5,44595.67,1,Cooling Customers
540,Rahul Gupta,102,6,56139.02,2,High-Value Loyal Customers
541,Sneha Mehta,3,9,94617.93,0,Recent Customers
542,Pooja Singh,175,4,19775.09,1,Cooling Customers
543,Nikhil Shah,248,3,31036.94,1,Cooling Customers
544,Arjun Kumar,152,3,13782.63,1,Cooling Customers
545,Rohan Verma,570,1,13999.18,3,Inactive Low-Value Customers
546,Meera Verma,146,3,11115.53,3,Inactive Low-Value Customers
547,Isha Verma,7,3,11262.85,0,Recent Customers
548,Neha Patel,155,4,19933.79,1,Cooling Customers
549,Nikhil Singh,17,5,33387.02,0,Recent Customers
550,Ananya Patel,67,5,65258.57,2,High-Value Loyal Customers
551,Meera Patel,20,6,22992.8,0,Recent Customers
552,Meera Singh,246,2,16813.59,3,Inactive Low-Value Customers
553,Nikhil Verma,334,3,39615.3,1,Cooling Customers
554,Vikram Mehta,262,2,6303.42,3,Inactive Low-Value Customers
555,Ananya Singh,55,3,16017.25,1,Cooling Customers
556,Rahul Singh,76,8,79706.75,2,High-Value Loyal Customers
557,Nikhil Patel,159,4,44440.28,1,Cooling Customers
558,Sneha Joshi,12,9,102222.19,2,High-Value Loyal Customers
559,Vikram Singh,125,5,39201.2,2,High-Value Loyal Customers
560,Ananya Iyer,1,4,34615.11,0,Recent Customers
561,Rahul Joshi,400,2,14063.78,3,Inactive Low-Value Customers
562,Arjun Patel,41,6,31091.17,2,High-Value Loyal Customers
563,Rohan Gupta,661,1,5049.32,3,Inactive Low-Value Customers
564,Vikram Mehta,607,1,770.72,3,Inactive Low-Value Customers
565,Meera Verma,259,3,12258.79,1,Cooling Customers
566,Priya Verma,65,3,13763.18,1,Cooling Customers
567,Neha Iyer,25,4,37153.11,0,Recent Customers
568,Sneha Verma,155,8,101232.34,2,High-Value Loyal Customers
569,Rohan Shah,163,5,17918.22,1,Cooling Customers
570,Aditya Sharma,5,6,32565.51,0,Recent Customers
571,Isha Verma,505,2,24945.52,1,Cooling Customers
572,Sneha Gupta,92,7,78731.39,2,High-Value Loyal Customers
573,Amit Shah,195,6,52152.47,2,High-Value Loyal Customers
574,Aditya Joshi,9,8,70269.84,0,Recent Customers
575,Nikhil Kumar,155,7,56047.07,2,High-Value Loyal Customers
576,Sneha Patel,190,6,41589.0,2,High-Value Loyal Customers
577,Rohan Verma,680,1,1844.39,3,Inactive Low-Value Customers
578,Pooja Gupta,13,5,31447.59,0,Recent Customers
579,Karan Joshi,69,3,10397.64,3,Inactive Low-Value Customers
580,Rohan Shah,21,3,47987.61,0,Recent Customers
581,Aditya Iyer,143,1,29905.37,3,Inactive Low-Value Customers
582,Neha Joshi,28,6,57283.01,2,High-Value Loyal Customers
583,Sneha Gupta,87,4,58071.08,2,High-Value Loyal Customers
584,Aditya Joshi,58,1,9716.28,3,Inactive Low-Value Customers
585,Karan Kumar,81,6,34018.89,2,High-Value Loyal Customers
586,Isha Sharma,77,6,69127.94,2,High-Value Loyal Customers
587,Pooja Patel,368,3,21243.02,1,Cooling Customers
588,Meera Mehta,677,1,2660.27,3,Inactive Low-Value Customers
589,Amit Singh,189,4,14006.4,1,Cooling Customers
590,Ananya Iyer,216,5,47843.37,2,High-Value Loyal Customers
591,Sneha Gupta,52,6,35615.16,2,High-Value Loyal Customers
592,Meera Shah,490,2,28477.59,1,Cooling Customers
593,Aditya Joshi,69,2,20208.01,1,Cooling Customers
594,Rohan Sharma,86,5,58622.0,2,High-Value Loyal Customers
595,Aditya Gupta,18,6,39340.25,0,Recent Customers
596,Nikhil Sharma,35,11,81684.36,2,High-Value Loyal Customers
597,Pooja Kumar,13,8,80039.66,2,High-Value Loyal Customers
598,Aditya Patel,186,6,43925.84,2,High-Value Loyal Customers
599,Arjun Singh,90,4,42970.12,1,Cooling Customers
600,Rahul Joshi,74,3,26111.27,1,Cooling Customers
601,Nikhil Kumar,12,4,42278.53,0,Recent Customers
602,Amit Shah,40,6,38575.99,2,High-Value Loyal Customers
603,Aditya Joshi,159,2,12506.39,3,Inactive Low-Value Customers
604,Arjun Patel,10,6,71710.27,0,Recent Customers
605,Ananya Joshi,113,3,25513.71,1,Cooling Customers
606,Isha Shah,227,4,35080.82,1,Cooling Customers
607,Neha Singh,77,8,131082.86,2,High-Value Loyal Customers
608,Neha Sharma,317,1,12608.67,3,Inactive Low-Value Customers
609,Aditya Sharma,51,4,58652.04,2,High-Value Loyal Customers
610,Karan Mehta,81,8,56449.74,2,High-Value Loyal Customers
611,Sneha Joshi,8,3,8337.62,0,Recent Customers
612,Neha Verma,59,7,75283.65,2,High-Value Loyal Customers
613,Neha Shah,26,7,88031.55,2,High-Value Loyal Customers
614,Meera Verma,219,1,19456.56,3,Inactive Low-Value Customers
615,Ananya Joshi,71,5,48512.49,2,High-Value Loyal Customers
616,Aditya Shah,420,5,35138.77,1,Cooling Customers
617,Priya Iyer,187,6,50415.73,2,High-Value Loyal Customers
618,Isha Verma,18,10,108869.77,2,High-Value Loyal Customers
619,Aditya Verma,94,4,41683.99,1,Cooling Customers
620,Nikhil Iyer,146,3,15259.73,1,Cooling Customers
621,Aditya Gupta,188,2,8110.03,3,Inactive Low-Value Customers
622,Aditya Patel,2,5,26328.54,0,Recent Customers
623,Rohan Kumar,51,5,58754.11,2,High-Value Loyal Customers
624,Sneha Patel,268,2,9673.93,3,Inactive Low-Value Customers
625,Isha Kumar,194,4,38147.52,1,Cooling Customers
626,Ananya Singh,715,1,18072.91,3,Inactive Low-Value Customers
627,Priya Joshi,123,4,47738.1,1,Cooling Customers
628,Nikhil Shah,69,7,26255.85,2,High-Value Loyal Customers
629,Karan Sharma,113,6,79060.82,2,High-Value Loyal Customers
630,Nikhil Patel,10,7,68411.45,0,Recent Customers
631,Karan Shah,719,1,5408.86,3,Inactive Low-Value Customers
632,Neha Singh,171,3,38887.0,1,Cooling Customers
633,Rohan Verma,345,1,5328.98,3,Inactive Low-Value Customers
634,Amit Kumar,266,5,15013.01,1,Cooling Customers
635,Karan Joshi,5,1,1481.89,3,Inactive Low-Value Customers
636,Sneha Kumar,46,8,59084.47,2,High-Value Loyal Customers
637,Karan Patel,236,8,85038.71,2,High-Value Loyal Customers
638,Karan Verma,304,3,21067.6,1,Cooling Customers
639,Neha Mehta,403,2,7650.04,3,Inactive Low-Value Customers
640,Nikhil Kumar,121,5,39352.91,2,High-Value Loyal Customers
642,Ananya Verma,130,6,23602.61,1,Cooling Customers
643,Karan Mehta,162,4,44043.38,1,Cooling Customers
644,Arjun Kumar,141,7,80652.17,2,High-Value Loyal Customers
645,Ananya Singh,9,5,46187.94,0,Recent Customers
646,Amit Patel,69,3,39644.47,1,Cooling Customers
647,Arjun Patel,493,1,6699.77,3,Inactive Low-Value Customers
648,Sneha Verma,9,4,50097.15,0,Recent Customers
649,Meera Sharma,37,8,76411.57,2,High-Value Loyal Customers
650,Vikram Sharma,114,6,73283.83,2,High-Value Loyal Customers
651,Ananya Mehta,154,3,50620.71,1,Cooling Customers
652,Karan Iyer,123,6,74708.89,2,High-Value Loyal Customers
653,Arjun Singh,73,3,31493.34,1,Cooling Customers
654,Sneha Shah,66,4,41501.8,1,Cooling Customers
655,Rohan Sharma,112,6,38406.64,2,High-Value Loyal Customers
656,Neha Singh,196,5,48539.3,2,High-Value Loyal Customers
657,Nikhil Mehta,33,4,38730.45,0,Recent Customers
658,Karan Singh,93,4,25599.82,1,Cooling Customers
659,Priya Patel,98,6,63873.67,2,High-Value Loyal Customers
660,Ananya Gupta,8,2,12613.9,0,Recent Customers
661,Neha Patel,51,6,64302.67,2,High-Value Loyal Customers
662,Karan Gupta,36,10,98098.09,2,High-Value Loyal Customers
663,Sneha Singh,289,1,3649.09,3,Inactive Low-Value Customers
664,Isha Singh,218,2,11939.09,3,Inactive Low-Value Customers
665,Vikram Patel,76,2,21813.17,1,Cooling Customers
666,Rahul Gupta,39,8,70161.66,2,High-Value Loyal Customers
667,Rahul Shah,142,7,39865.41,2,High-Value Loyal Customers
668,Amit Gupta,219,2,34065.43,1,Cooling Customers
669,Aditya Iyer,356,4,31063.26,1,Cooling Customers
670,Rahul Joshi,24,5,22291.35,0,Recent Customers
671,Rohan Singh,244,6,91472.03,2,High-Value Loyal Customers
672,Vikram Joshi,149,4,31635.78,1,Cooling Customers
673,Ananya Singh,122,7,72813.85,2,High-Value Loyal Customers
674,Pooja Gupta,80,4,44110.53,1,Cooling Customers
675,Sneha Sharma,114,4,39236.75,1,Cooling Customers
676,Amit Joshi,237,3,26041.46,1,Cooling Customers
677,Pooja Iyer,111,4,35606.66,1,Cooling Customers
678,Pooja Gupta,82,8,84753.11,2,High-Value Loyal Customers
679,Sneha Sharma,31,4,7829.23,0,Recent Customers
680,Ananya Verma,158,4,41129.53,1,Cooling Customers
681,Pooja Gupta,503,2,18189.61,3,Inactive Low-Value Customers
682,Pooja Mehta,9,4,24061.3,0,Recent Customers
683,Priya Verma,88,4,21398.39,1,Cooling Customers
684,Ananya Patel,207,4,37437.74,1,Cooling Customers
685,Isha Verma,62,4,8756.83,1,Cooling Customers
686,Isha Mehta,551,5,45233.4,1,Cooling Customers
687,Arjun Shah,155,3,28477.77,1,Cooling Customers
688,Rohan Patel,7,6,41173.37,0,Recent Customers
689,Aditya Kumar,469,3,36011.11,1,Cooling Customers
690,Vikram Joshi,152,3,34303.92,1,Cooling Customers
691,Rahul Mehta,20,4,19491.46,0,Recent Customers
692,Priya Sharma,69,4,24494.5,1,Cooling Customers
693,Ananya Patel,17,8,72506.19,2,High-Value Loyal Customers
694,Isha Kumar,374,2,23472.92,1,Cooling Customers
695,Neha Mehta,268,4,20751.38,1,Cooling Customers
696,Isha Mehta,173,5,19126.75,1,Cooling Customers
697,Priya Patel,91,6,57703.16,2,High-Value Loyal Customers
698,Karan Mehta,52,9,63264.68,2,High-Value Loyal Customers
699,Neha Singh,35,6,41857.7,2,High-Value Loyal Customers
700,Neha Kumar,4,5,36197.72,0,Recent Customers
701,Arjun Mehta,75,6,61261.69,2,High-Value Loyal Customers
702,Karan Sharma,153,6,104298.95,2,High-Value Loyal Customers
703,Neha Shah,126,3,19138.84,1,Cooling Customers
704,Priya Patel,283,2,17273.17,3,Inactive Low-Value Customers
705,Priya Verma,3,7,52641.7,0,Recent Customers
706,Amit Verma,126,2,8654.25,3,Inactive Low-Value Customers
707,Rahul Verma,202,1,7279.78,3,Inactive Low-Value Customers
708,Arjun Sharma,72,1,6080.85,3,Inactive Low-Value Customers
709,Meera Verma,62,4,57847.69,2,High-Value Loyal Customers
710,Ananya Singh,57,3,36210.66,1,Cooling Customers
711,Vikram Verma,324,2,22355.23,1,Cooling Customers
712,Nikhil Patel,67,5,26689.76,1,Cooling Customers
713,Karan Mehta,210,3,15020.13,1,Cooling Customers
714,Rohan Mehta,67,5,67578.4,2,High-Value Loyal Customers
715,Rahul Gupta,451,2,21272.26,1,Cooling Customers
716,Isha Joshi,364,5,48572.79,1,Cooling Customers
717,Amit Gupta,355,3,47390.99,1,Cooling Customers
718,Ananya Patel,418,2,6763.53,3,Inactive Low-Value Customers
719,Karan Joshi,43,3,26243.52,1,Cooling Customers
720,Amit Sharma,332,6,41849.54,2,High-Value Loyal Customers
721,Vikram Patel,27,4,49341.54,0,Recent Customers
723,Nikhil Patel,273,3,24370.27,1,Cooling Customers
724,Pooja Mehta,107,3,31451.14,1,Cooling Customers
725,Rahul Kumar,7,6,61083.27,0,Recent Customers
726,Priya Verma,173,7,75631.6,2,High-Value Loyal Customers
727,Nikhil Singh,204,2,8055.67,3,Inactive Low-Value Customers
728,Sneha Gupta,138,7,50710.71,2,High-Value Loyal Customers
729,Pooja Gupta,36,5,57892.01,2,High-Value Loyal Customers
730,Meera Sharma,402,4,53749.82,1,Cooling Customers
731,Aditya Singh,15,3,17795.6,0,Recent Customers
732,Sneha Joshi,225,4,33600.93,1,Cooling Customers
733,Aditya Mehta,35,6,53167.26,2,High-Value Loyal Customers
734,Sneha Mehta,38,4,42346.17,0,Recent Customers
735,Neha Iyer,336,2,9283.77,3,Inactive Low-Value Customers
736,Aditya Gupta,308,7,50435.56,2,High-Value Loyal Customers
737,Aditya Iyer,153,2,15230.1,3,Inactive Low-Value Customers
738,Meera Verma,104,5,70953.22,2,High-Value Loyal Customers
739,Neha Mehta,253,5,28798.74,1,Cooling Customers
740,Arjun Joshi,84,6,58426.32,2,High-Value Loyal Customers
741,Arjun Kumar,207,5,35443.16,1,Cooling Customers
742,Vikram Joshi,40,7,66239.99,2,High-Value Loyal Customers
743,Sneha Sharma,95,2,32819.25,1,Cooling Customers
744,Vikram Sharma,28,1,11468.99,3,Inactive Low-Value Customers
745,Aditya Singh,318,2,3108.05,3,Inactive Low-Value Customers
746,Pooja Shah,213,3,41117.13,1,Cooling Customers
747,Nikhil Shah,123,4,42605.56,1,Cooling Customers
748,Pooja Shah,52,6,53582.17,2,High-Value Loyal Customers
749,Vikram Shah,4,9,56934.99,0,Recent Customers
750,Rohan Patel,268,1,24064.9,3,Inactive Low-Value Customers
751,Aditya Kumar,123,7,59475.43,2,High-Value Loyal Customers
752,Neha Kumar,86,5,43652.64,2,High-Value Loyal Customers
753,Neha Singh,368,3,38461.27,1,Cooling Customers
754,Priya Patel,114,4,40491.95,1,Cooling Customers
755,Neha Singh,18,5,30408.75,0,Recent Customers
756,Rahul Iyer,58,4,25080.21,1,Cooling Customers
757,Meera Sharma,75,4,39011.88,1,Cooling Customers
758,Ananya Joshi,19,4,43453.09,0,Recent Customers
759,Pooja Joshi,5,6,62159.63,0,Recent Customers
760,Ananya Kumar,104,6,87964.2,2,High-Value Loyal Customers
761,Vikram Joshi,301,1,20056.58,3,Inactive Low-Value Customers
762,Karan Verma,323,5,41294.69,1,Cooling Customers
763,Sneha Shah,150,5,24323.13,1,Cooling Customers
764,Arjun Shah,239,2,21369.26,1,Cooling Customers
765,Meera Sharma,444,3,34249.05,1,Cooling Customers
766,Karan Mehta,64,4,23435.05,1,Cooling Customers
767,Priya Shah,54,5,26699.25,0,Recent Customers
768,Arjun Patel,560,3,22397.33,1,Cooling Customers
769,Meera Singh,40,9,95897.34,2,High-Value Loyal Customers
770,Sneha Verma,101,3,28137.71,1,Cooling Customers
771,Aditya Verma,5,6,26851.57,0,Recent Customers
772,Karan Verma,18,5,38891.82,0,Recent Customers
773,Isha Iyer,62,5,38722.73,2,High-Value Loyal Customers
774,Aditya Kumar,16,8,61548.52,2,High-Value Loyal Customers
775,Rahul Gupta,89,5,44668.71,2,High-Value Loyal Customers
776,Meera Joshi,12,4,15290.27,0,Recent Customers
777,Sneha Shah,389,3,26649.21,1,Cooling Customers
778,Aditya Singh,281,1,19354.2,3,Inactive Low-Value Customers
779,Arjun Sharma,55,1,1725.55,3,Inactive Low-Value Customers
780,Meera Singh,427,2,8932.78,3,Inactive Low-Value Customers
781,Sneha Mehta,117,4,20898.53,1,Cooling Customers
782,Neha Singh,1,2,6251.21,0,Recent Customers
783,Rahul Shah,220,4,67783.97,1,Cooling Customers
784,Arjun Iyer,8,8,85592.57,0,Recent Customers
785,Ananya Mehta,25,4,35578.24,0,Recent Customers
786,Meera Iyer,83,3,47243.72,1,Cooling Customers
787,Meera Kumar,127,4,14991.37,1,Cooling Customers
788,Isha Iyer,89,4,34627.96,1,Cooling Customers
789,Meera Sharma,145,4,13159.98,1,Cooling Customers
790,Nikhil Patel,321,2,8252.1,3,Inactive Low-Value Customers
791,Amit Verma,25,2,19635.18,0,Recent Customers
792,Rahul Mehta,58,5,83554.62,2,High-Value Loyal Customers
793,Karan Mehta,364,2,16166.54,3,Inactive Low-Value Customers
794,Arjun Shah,17,5,56413.61,0,Recent Customers
795,Karan Joshi,179,4,20668.42,1,Cooling Customers
796,Amit Iyer,99,5,61587.07,2,High-Value Loyal Customers
797,Rohan Gupta,138,8,99675.13,2,High-Value Loyal Customers
798,Neha Gupta,91,5,61235.45,2,High-Value Loyal Customers
799,Sneha Verma,34,3,28309.14,0,Recent Customers
800,Vikram Gupta,25,3,14752.09,0,Recent Customers
801,Pooja Patel,11,3,16438.4,0,Recent Customers
802,Neha Joshi,22,6,86146.75,2,High-Value Loyal Customers
805,Neha Gupta,229,4,43619.72,1,Cooling Customers
806,Rahul Shah,64,7,51797.69,2,High-Value Loyal Customers
807,Pooja Kumar,32,4,39875.09,0,Recent Customers
808,Isha Patel,508,2,16546.57,3,Inactive Low-Value Customers
809,Sneha Singh,295,1,2640.01,3,Inactive Low-Value Customers
810,Isha Patel,207,4,33217.2,1,Cooling Customers
811,Vikram Iyer,298,1,6209.2,3,Inactive Low-Value Customers
812,Pooja Mehta,38,5,50579.28,2,High-Value Loyal Customers
813,Neha Verma,9,4,55663.92,0,Recent Customers
814,Neha Singh,66,3,24567.53,1,Cooling Customers
815,Neha Gupta,82,4,33231.0,1,Cooling Customers
816,Priya Verma,235,2,1565.68,3,Inactive Low-Value Customers
817,Aditya Mehta,250,4,41068.48,1,Cooling Customers
818,Ananya Patel,189,5,11287.66,1,Cooling Customers
819,Amit Iyer,85,3,16642.8,1,Cooling Customers
820,Isha Sharma,35,5,38823.01,0,Recent Customers
821,Karan Iyer,438,1,22018.52,3,Inactive Low-Value Customers
822,Arjun Verma,25,3,15280.6,0,Recent Customers
823,Ananya Kumar,49,5,25622.03,0,Recent Customers
824,Priya Joshi,48,4,21208.51,1,Cooling Customers
825,Sneha Iyer,273,3,25136.97,1,Cooling Customers
826,Aditya Shah,190,4,40370.52,1,Cooling Customers
827,Pooja Gupta,21,8,83075.58,2,High-Value Loyal Customers
828,Priya Joshi,296,3,25306.63,1,Cooling Customers
830,Karan Shah,396,3,13311.68,1,Cooling Customers
831,Pooja Shah,463,3,27432.17,1,Cooling Customers
832,Arjun Iyer,683,1,13966.48,3,Inactive Low-Value Customers
833,Arjun Patel,165,4,22178.23,1,Cooling Customers
834,Neha Gupta,99,4,15184.06,1,Cooling Customers
835,Priya Iyer,105,3,23640.05,1,Cooling Customers
836,Neha Mehta,164,5,42732.8,2,High-Value Loyal Customers
837,Pooja Gupta,182,9,54213.14,2,High-Value Loyal Customers
838,Rohan Joshi,133,5,19023.84,1,Cooling Customers
839,Karan Gupta,11,6,35926.77,0,Recent Customers
840,Isha Gupta,25,4,71701.45,0,Recent Customers
841,Priya Mehta,497,2,6487.71,3,Inactive Low-Value Customers
842,Karan Verma,346,3,41424.12,1,Cooling Customers
843,Priya Shah,155,3,12084.81,1,Cooling Customers
844,Neha Sharma,15,7,45562.74,0,Recent Customers
845,Meera Patel,160,3,24038.82,1,Cooling Customers
846,Meera Patel,32,6,29021.38,0,Recent Customers
847,Rahul Joshi,470,2,46771.73,1,Cooling Customers
848,Pooja Sharma,522,3,38647.07,1,Cooling Customers
849,Meera Iyer,300,4,52191.19,1,Cooling Customers
850,Ananya Gupta,3,5,23878.91,0,Recent Customers
851,Pooja Verma,88,7,79497.51,2,High-Value Loyal Customers
852,Karan Joshi,384,3,23328.44,1,Cooling Customers
853,Karan Verma,425,2,12878.95,3,Inactive Low-Value Customers
854,Neha Sharma,87,4,32465.43,1,Cooling Customers
855,Sneha Verma,287,2,10503.41,3,Inactive Low-Value Customers
856,Vikram Mehta,152,4,32002.29,1,Cooling Customers
857,Sneha Patel,21,4,34694.28,0,Recent Customers
858,Sneha Iyer,620,2,16513.16,3,Inactive Low-Value Customers
859,Ananya Sharma,232,4,48902.13,1,Cooling Customers
860,Nikhil Singh,354,2,11508.44,3,Inactive Low-Value Customers
861,Vikram Singh,89,6,51559.67,2,High-Value Loyal Customers
862,Vikram Patel,11,2,50456.77,0,Recent Customers
863,Nikhil Sharma,127,7,77801.95,2,High-Value Loyal Customers
864,Meera Patel,294,2,33900.05,1,Cooling Customers
865,Aditya Shah,27,6,69926.35,2,High-Value Loyal Customers
866,Priya Singh,6,5,39225.7,0,Recent Customers
867,Arjun Kumar,20,4,27559.18,0,Recent Customers
868,Isha Singh,3,7,109734.75,0,Recent Customers
869,Nikhil Gupta,214,4,29660.85,1,Cooling Customers
870,Pooja Verma,365,1,5189.6,3,Inactive Low-Value Customers
871,Priya Iyer,102,6,63335.55,2,High-Value Loyal Customers
872,Isha Verma,143,3,31843.7,1,Cooling Customers
873,Aditya Gupta,120,7,90452.42,2,High-Value Loyal Customers
874,Pooja Verma,244,5,27884.14,1,Cooling Customers
875,Arjun Iyer,243,4,24248.19,1,Cooling Customers
876,Ananya Kumar,146,4,47333.96,1,Cooling Customers
877,Isha Kumar,50,4,48383.03,2,High-Value Loyal Customers
878,Neha Verma,4,1,1477.22,3,Inactive Low-Value Customers
879,Arjun Shah,88,6,30755.44,2,High-Value Loyal Customers
880,Priya Patel,6,3,18005.97,0,Recent Customers
881,Meera Gupta,389,2,16677.13,3,Inactive Low-Value Customers
882,Meera Iyer,286,9,85721.54,2,High-Value Loyal Customers
883,Rahul Sharma,85,4,35918.89,1,Cooling Customers
884,Rahul Kumar,54,4,10105.55,1,Cooling Customers
885,Aditya Kumar,191,6,84897.9,2,High-Value Loyal Customers
886,Meera Shah,280,6,32628.09,1,Cooling Customers
887,Neha Sharma,9,1,6693.92,3,Inactive Low-Value Customers
888,Arjun Joshi,298,3,38953.64,1,Cooling Customers
889,Meera Singh,222,1,9848.58,3,Inactive Low-Value Customers
890,Rahul Mehta,47,3,5867.67,3,Inactive Low-Value Customers
891,Pooja Mehta,88,7,51580.65,2,High-Value Loyal Customers
892,Meera Verma,271,4,24752.8,1,Cooling Customers
893,Rahul Kumar,12,5,62793.11,0,Recent Customers
894,Rohan Shah,30,6,41340.29,0,Recent Customers
895,Aditya Verma,119,4,12829.9,1,Cooling Customers
896,Aditya Mehta,360,4,37190.63,1,Cooling Customers
897,Neha Singh,140,3,18014.04,1,Cooling Customers
898,Ananya Joshi,88,5,61535.55,2,High-Value Loyal Customers
899,Priya Iyer,258,5,48537.37,1,Cooling Customers
900,Isha Joshi,577,1,14664.62,3,Inactive Low-Value Customers
901,Aditya Kumar,520,3,25753.45,1,Cooling Customers
902,Amit Sharma,165,6,43599.0,2,High-Value Loyal Customers
903,Nikhil Sharma,158,6,30010.2,2,High-Value Loyal Customers
904,Rahul Kumar,62,2,22627.28,1,Cooling Customers
905,Arjun Patel,36,4,27355.63,0,Recent Customers
906,Meera Kumar,694,1,8156.92,3,Inactive Low-Value Customers
907,Aditya Mehta,231,1,3917.95,3,Inactive Low-Value Customers
908,Nikhil Patel,384,2,7893.38,3,Inactive Low-Value Customers
909,Vikram Gupta,17,5,88212.54,0,Recent Customers
