"664","Isha Singh","218","2","11939.09"
"665","Vikram Patel","76","2","21813.17"
"666","Rahul Gupta","39","8","70161.66"
"667","Rahul Shah","142","7","39865.41"
"668","Amit Gupta","219","2","34065.43"
"669","Aditya Iyer","356","4","31063.26"
"670","Rahul Joshi","24","5","22291.35"
"671","Rohan Singh","244","6","91472.03"
"672","Vikram Joshi","149","4","31635.78"
"673","Ananya Singh","122","7","72813.85"
"674","Pooja Gupta","80","4","44110.53"
"675","Sneha Sharma","114","4","39236.75"
"676","Amit Joshi","237","3","26041.46"
"677","Pooja Iyer","111","4","35606.66"
"678","Pooja Gupta","82","8","84753.11"
"679","Sneha Sharma","31","4","7829.23"
"680","Ananya Verma","158","4","41129.53"
"681","Pooja Gupta","503","2","18189.61"
"682","Pooja Mehta","9","4","24061.30"
"683","Priya Verma","88","4","21398.39"
"684","Ananya Patel","207","4","37437.74"
"685","Isha Verma","62","4","8756.83"
"686","Isha Mehta","551","5","45233.40"
"687","Arjun Shah","155","3","28477.77"
"688","Rohan Patel","7","6","41173.37"
"689","Aditya Kumar","469","3","36011.11"
"690","Vikram Joshi","152","3","34303.92"
"691","Rahul Mehta","20","4","19491.46"
"692","Priya Sharma","69","4","24494.50"
"693","Ananya Patel","17","8","72506.19"
"694","Isha Kumar","374","2","23472.92"
"695","Neha Mehta","268","4","20751.38"
"696","Isha Mehta","173","5","19126.75"
"697","Priya Patel","91","6","57703.16"
"698","Karan Mehta","52","9","63264.68"
"699","Neha Singh","35","6","41857.70"
"700","Neha Kumar","4","5","36197.72"
"701","Arjun Mehta","75","6","61261.69"
"702","Karan Sharma","153","6","104298.95"
"703","Neha Shah","126","3","19138.84"
"704","Priya Patel","283","2","17273.17"
"705","Priya Verma","3","7","52641.70"
"706","Amit Verma","126","2","8654.25"
"707","Rahul Verma","202","1","7279.78"
"708","Arjun Sharma","72","1","6080.85"
"709","Meera Verma","62","4","57847.69"
"710","Ananya Singh","57","3","36210.66"
"711","Vikram Verma","324","2","22355.23"
"712","Nikhil Patel","67","5","26689.76"
"713","Karan Mehta","210","3","15020.13"
"714","Rohan Mehta","67","5","67578.40"
"715","Rahul Gupta","451","2","21272.26"
"716","Isha Joshi","364","5","48572.79"
"717","Amit Gupta","355","3","47390.99"
"718","Ananya Patel","418","2","6763.53"
"719","Karan Joshi","43","3","26243.52"
"720","Amit Sharma","332","6","41849.54"
"721","Vikram Patel","27","4","49341.54"
"723","Nikhil Patel","273","3","24370.27"
"724","Pooja Mehta","107","3","31451.14"
"725","Rahul Kumar","7","6","61083.27"
"726","Priya Verma","173","7","75631.60"
"727","Nikhil Singh","204","2","8055.67"
"728","Sneha Gupta","138","7","50710.71"
"729","Pooja Gupta","36","5","57892.01"
"730","Meera Sharma","402","4","53749.82"
"731","Aditya Singh","15","3","17795.60"
"732","Sneha Joshi","225","4","33600.93"
"733","Aditya Mehta","35","6","53167.26"
"734","Sneha Mehta","38","4","42346.17"
"735","Neha Iyer","336","2","9283.77"
"736","Aditya Gupta","308","7","50435.56"
"737","Aditya Iyer","153","2","15230.10"
"738","Meera Verma","104","5","70953.22"
"739","Neha Mehta","253","5","28798.74"
"740","Arjun Joshi","84","6","58426.32"
"741","Arjun Kumar","207","5","35443.16"
"742","Vikram Joshi","40","7","66239.99"
"743","Sneha Sharma","95","2","32819.25"
"744","Vikram Sharma","28","1","11468.99"
"745","Aditya Singh","318","2","3108.05"
"746","Pooja Shah","213","3","41117.13"
"747","Nikhil Shah","123","4","42605.56"
"748","Pooja Shah","52","6","53582.17"
"749","Vikram Shah","4","9","56934.99"
"750","Rohan Patel","268","1","24064.90"
"751","Aditya Kumar","123","7","59475.43"
"752","Neha Kumar","86","5","43652.64"
"753","Neha Singh","368","3","38461.27"
"754","Priya Patel","114","4","40491.95"
"755","Neha Singh","18","5","30408.75"
"756","Rahul Iyer","58","4","25080.21"
"757","Meera Sharma","75","4","39011.88"
"758","Ananya Joshi","19","4","43453.09"
"759","Pooja Joshi","5","6","62159.63"
"760","Ananya Kumar","104","6","87964.20"
"761","Vikram Joshi","301","1","20056.58"
"762","Karan Verma","323","5","41294.69"
"763","Sneha Shah","150","5","24323.13"
"764","Arjun Shah","239","2","21369.26"
"765","Meera Sharma","444","3","34249.05"
"766","Karan Mehta","64","4","23435.05"
"767","Priya Shah","54","5","26699.25"
"768","Arjun Patel","560","3","22397.33"
"769","Meera Singh","40","9","95897.34"
"770","Sneha Verma","101","3","28137.71"
"771","Aditya Verma","5","6","26851.57"
"772","Karan Verma","18","5","38891.82"
"773","Isha Iyer","62","5","38722.73"
"774","Aditya Kumar","16","8","61548.52"
"775","Rahul Gupta","89","5","44668.71"
"776","Meera Joshi","12","4","15290.27"
"777","Sneha Shah","389","3","26649.21"
"778","Aditya Singh","281","1","19354.20"
"779","Arjun Sharma","55","1","1725.55"
"780","Meera Singh","427","2","8932.78"
"781","Sneha Mehta","117","4","20898.53"
"782","Neha Singh","1","2","6251.21"
"783","Rahul Shah","220","4","67783.97"
"784","Arjun Iyer","8","8","85592.57"
"785","Ananya Mehta","25","4","35578.24"
"786","Meera Iyer","83","3","47243.72"
"787","Meera Kumar","127","4","14991.37"
"788","Isha Iyer","89","4","34627.96"
"789","Meera Sharma","145","4","13159.98"
"790","Nikhil Patel","321","2","8252.10"
"791","Amit Verma","25","2","19635.18"
"792","Rahul Mehta","58","5","83554.62"
"793","Karan Mehta","364","2","16166.54"
"794","Arjun Shah","17","5","56413.61"
"795","Karan Joshi","179","4","20668.42"
"796","Amit Iyer","99","5","61587.07"
"797","Rohan Gupta","138","8","99675.13"
"798","Neha Gupta","91","5","61235.45"
"799","Sneha Verma","34","3","28309.14"
"800","Vikram Gupta","25","3","14752.09"
"801","Pooja Patel","11","3","16438.40"
"802","Neha Joshi","22","6","86146.75"
"805","Neha Gupta","229","4","43619.72"
"806","Rahul Shah","64","7","51797.69"
"807","Pooja Kumar","32","4","39875.09"
"808","Isha Patel","508","2","16546.57"
"809","Sneha Singh","295","1","2640.01"
"810","Isha Patel","207","4","33217.20"
"811","Vikram Iyer","298","1","6209.20"
"812","Pooja Mehta","38","5","50579.28"
"813","Neha Verma","9","4","55663.92"
"814","Neha Singh","66","3","24567.53"
"815","Neha Gupta","82","4","33231.00"
"816","Priya Verma","235","2","1565.68"
"817","Aditya Mehta","250","4","41068.48"
"818","Ananya Patel","189","5","11287.66"
"819","Amit Iyer","85","3","16642.80"
"820","Isha Sharma","35","5","38823.01"
"821","Karan Iyer","438","1","22018.52"
"822","Arjun Verma","25","3","15280.60"
"823","Ananya Kumar","49","5","25622.03"
"824","Priya Joshi","48","4","21208.51"
"825","Sneha Iyer","273","3","25136.97"
"826","Aditya Shah","190","4","40370.52"
"827","Pooja Gupta","21","8","83075.58"
"828","Priya Joshi","296","3","25306.63"
"830","Karan Shah","396","3","13311.68"
"831","Pooja Shah","463","3","27432.17"
"832","Arjun Iyer","683","1","13966.48"
"833","Arjun Patel","165","4","22178.23"
"834","Neha Gupta","99","4","15184.06"
"835","Priya Iyer","105","3","23640.05"
"836","Neha Mehta","164","5","42732.80"
"837","Pooja Gupta","182","9","54213.14"
"838","Rohan Joshi","133","5","19023.84"
"839","Karan Gupta","11","6","35926.77"
"840","Isha Gupta","25","4","71701.45"
"841","Priya Mehta","497","2","6487.71"
"842","Karan Verma","346","3","41424.12"
"843","Priya Shah","155","3","12084.81"
"844","Neha Sharma","15","7","45562.74"
"845","Meera Patel","160","3","24038.82"
"846","Meera Patel","32","6","29021.38"
"847","Rahul Joshi","470","2","46771.73"
"848","Pooja Sharma","522","3","38647.07"
"849","Meera Iyer","300","4","52191.19"
"850","Ananya Gupta","3","5","23878.91"
"851","Pooja Verma","88","7","79497.51"
"852","Karan Joshi","384","3","23328.44"
"853","Karan Verma","425","2","12878.95"
"854","Neha Sharma","87","4","32465.43"
"855","Sneha Verma","287","2","10503.41"
"856","Vikram Mehta","152","4","32002.29"
"857","Sneha Patel","21","4","34694.28"
"858","Sneha Iyer","620","2","16513.16"
"859","Ananya Sharma","232","4","48902.13"
"860","Nikhil Singh","354","2","11508.44"
"861","Vikram Singh","89","6","51559.67"
"862","Vikram Patel","11","2","50456.77"
"863","Nikhil Sharma","127","7","77801.95"
"864","Meera Patel","294","2","33900.05"
"865","Aditya Shah","27","6","69926.35"
"866","Priya Singh","6","5","39225.70"
"867","Arjun Kumar","20","4","27559.18"
"868","Isha Singh","3","7","109734.75"
"869","Nikhil Gupta","214","4","29660.85"
"870","Pooja Verma","365","1","5189.60"
"871","Priya Iyer","102","6","63335.55"
"872","Isha Verma","143","3","31843.70"
"873","Aditya Gupta","120","7","90452.42"
"874","Pooja Verma","244","5","27884.14"
"875","Arjun Iyer","243","4","24248.19"
"876","Ananya Kumar","146","4","47333.96"
"877","Isha Kumar","50","4","48383.03"
"878","Neha Verma","4","1","1477.22"
"879","Arjun Shah","88","6","30755.44"
"880","Priya Patel","6","3","18005.97"
"881","Meera Gupta","389","2","16677.13"
"882","Meera Iyer","286","9","85721.54"
"883","Rahul Sharma","85","4","35918.89"
"884","Rahul Kumar","54","4","10105.55"
"885","Aditya Kumar","191","6","84897.90"
"886","Meera Shah","280","6","32628.09"
"887","Neha Sharma","9","1","6693.92"
"888","Arjun Joshi","298","3","38953.64"
"889","Meera Singh","222","1","9848.58"
"890","Rahul Mehta","47","3","5867.67"
"891","Pooja Mehta","88","7","51580.65"
"892","Meera Verma","271","4","24752.80"
"893","Rahul Kumar","12","5","62793.11"
"894","Rohan Shah","30","6","41340.29"
"895","Aditya Verma","119","4","12829.90"
"896","Aditya Mehta","360","4","37190.63"
"897","Neha Singh","140","3","18014.04"
"898","Ananya Joshi","88","5","61535.55"
"899","Priya Iyer","258","5","48537.37"
"900","Isha Joshi","577","1","14664.62"
"901","Aditya Kumar","520","3","25753.45"
"902","Amit Sharma","165","6","43599.00"
"903","Nikhil Sharma","158","6","30010.20"
"904","Rahul Kumar","62","2","22627.28"
"905","Arjun Patel","36","4","27355.63"
"906","Meera Kumar","694","1","8156.92"
"907","Aditya Mehta","231","1","3917.95"
"908","Nikhil Patel","384","2","7893.38"
"909","Vikram Gupta","17","5","88212.54"
"910","Sneha Shah","26","6","75809.84"
"912","Neha Singh","202","4","51690.05"
"913","Amit Mehta","49","6","42321.92"
"914","Neha Gupta","116","3","37030.02"
"915","Arjun Kumar","173","8","63872.72"
"916","Sneha Sharma","107","5","27965.49"
"917","Karan Gupta","356","4","49540.64"
"918","Meera Shah","504","1","7212.59"
"919","Priya Sharma","291","7","59417.84"
"920","Pooja Singh","184","3","14709.95"
"921","Sneha Singh","103","4","32319.85"
"922","Sneha Joshi","116","2","5469.45"
"923","Rohan Patel","38","5","51057.90"
"924","Arjun Joshi","5","6","34170.23"
"925","Karan Iyer","39","5","48338.05"
"926","Isha Singh","178","6","69735.58"
"927","Neha Singh","126","7","21109.68"
"928","Pooja Singh","22","6","32792.67"
"929","Neha Shah","6","7","48596.27"
"930","Pooja Shah","24","7","89658.53"
"931","Neha Mehta","73","6","41919.18"
"932","Aditya Sharma","45","4","32872.53"
"933","Karan Singh","78","4","33839.06"
"934","Aditya Sharma","66","3","22155.04"
"935","Rohan Sharma","365","3","33268.08"
"936","Ananya Shah","177","3","63849.56"
"937","Rahul Shah","70","6","79013.41"
"938","Sneha Sharma","153","6","30283.56"
"939","Meera Singh","254","4","40829.63"
"940","Rahul Joshi","61","4","45726.15"
"941","Priya Shah","13","7","78132.93"
"942","Meera Kumar","91","2","23621.22"
"943","Amit Kumar","12","8","89664.73"
"944","Arjun Kumar","79","5","27794.32"
"945","Pooja Kumar","326","6","79942.91"
"946","Aditya Patel","282","2","10017.91"
"947","Amit Kumar","42","9","79037.24"
"948","Nikhil Verma","186","7","46221.29"
"949","Neha Joshi","61","7","51279.26"
"950","Nikhil Sharma","127","5","22612.54"
"951","Neha Patel","253","5","36050.14"
"952","Sneha Patel","11","6","65967.57"
"953","Ananya Gupta","334","4","18210.18"
"954","Aditya Joshi","212","3","23763.29"
"955","Ananya Sharma","240","2","21834.15"
"956","Isha Shah","26","10","84417.37"
"957","Rohan Kumar","146","4","28283.31"
"958","Aditya Verma","131","7","62493.80"
"959","Aditya Mehta","112","5","43152.45"
"960","Vikram Singh","245","2","15043.67"
"961","Aditya Patel","167","5","15254.51"
"962","Amit Kumar","143","4","19290.92"
"963","Priya Iyer","62","2","43882.42"
"964","Sneha Shah","54","4","51630.64"
"965","Amit Gupta","332","4","25788.63"
"966","Neha Gupta","712","1","426.92"
"967","Pooja Kumar","112","5","46550.07"
"968","Sneha Patel","1","5","84381.24"
"969","Aditya Joshi","141","5","24113.85"
"970","Vikram Singh","17","6","52413.04"
"971","Meera Shah","321","5","46007.74"
"972","Priya Mehta","228","3","24880.80"
"973","Karan Mehta","227","3","32745.85"
"974","Karan Sharma","86","3","18655.40"
"975","Amit Gupta","80","3","37156.16"
"976","Rohan Mehta","202","3","23895.60"
"977","Karan Shah","729","1","10468.50"
"978","Isha Kumar","21","4","25957.54"
"979","Neha Mehta","106","5","68883.28"
"980","Rohan Gupta","75","5","70216.65"
"981","Pooja Verma","99","9","66185.15"
"982","Vikram Mehta","4","6","109501.44"
"983","Karan Mehta","6","4","25450.84"
"984","Amit Verma","129","3","12294.34"
"985","Rahul Shah","9","3","21979.79"
"986","Priya Shah","379","3","10781.46"
"987","Pooja Kumar","165","3","20534.97"
"988","Rahul Shah","112","8","97611.48"
"989","Sneha Patel","42","3","23903.64"
"990","Karan Iyer","130","4","23931.86"
"991","Isha Sharma","232","5","54856.80"
"992","Meera Sharma","28","6","37691.34"
"993","Arjun Shah","56","2","19223.46"
"994","Priya Mehta","486","2","22766.84"
"995","Isha Singh","436","2","23849.77"
"996","Karan Sharma","190","5","47323.93"
"997","Amit Sharma","90","8","56789.71"
"998","Priya Gupta","196","8","100820.34"
"999","Isha Shah","144","4","19568.16"
"1000","Rohan Joshi","54","4","30271.75"
